stage,oxygen_mg,saturation,kpa,temperature,dry_weight_g,mo2,mo2.1,mo2.2,mo2.3,mo2.4,kpa.mean
Megalopae,9,83.78,21.21,12,0.0008,0.000553956,0.692444348,0.021652419,21.65241863,0.017321935,21.23
Megalopae,9,83.78,21.21,12,0.00065,0.000527553,0.81162,0.025378987,25.37898687,0.016496342,21.23
Megalopae,9,83.78,21.21,12,0.00082,0.000563153,0.686771342,0.021475026,21.47502631,0.017609522,21.23
Adult,1,10.6,2.65,18,0.8608,0.059745376,0.069406803,0.002170319,2.170319055,1.868210642,2.36
Adult,1,10.6,2.65,18,1.2936,0.052973404,0.040950374,0.0012805,1.280499511,1.656454167,2.36
Adult,1,10.6,2.65,18,1.0934,0.090372421,0.082652662,0.002584511,2.584511019,2.825904348,2.36
Adult,1,10.6,2.65,18,1.1862,0.090431958,0.076236687,0.002383886,2.383886386,2.827766031,2.36
Adult,1,10.6,2.65,18,1.0806,0.059425532,0.054993089,0.001719609,1.719608785,1.858209253,2.36
Adult,1,10.6,2.65,18,0.9273,0.07988765,0.086150815,0.002693897,2.693896638,2.498050353,2.36
Adult,1,10.6,2.65,18,0.861,0.075851934,0.088097484,0.002754768,2.754768104,2.371855338,2.36
Adult,1,10.6,2.65,18,0.8264,0.091427692,0.110633703,0.003459465,3.45946539,2.858902199,2.36
Adult,1,10.6,2.65,18,0.7812,0.073256216,0.093773958,0.002932269,2.932268865,2.290688437,2.36
Adult,1,10.6,2.65,18,0.9766,0.063885838,0.065416586,0.002045547,2.045546778,1.997680983,2.36
Embryo,1,10.6,2.65,18,0.000076,3.53E-06,0.046462077,0.001452848,1.452847938,0.000110416,2.36
Embryo,1,10.6,2.65,18,0.00009642,3.13E-06,0.032469207,0.001015297,1.01529727,0.000097895,2.36
Embryo,1,10.6,2.65,18,0.00009642,3.45E-06,0.035761357,0.001118241,1.118241302,0.000107821,2.36
Embryo,1,10.6,2.65,18,0.00009471,3.67E-06,0.038737932,0.001211318,1.211317457,0.000114724,2.36
Embryo,1,10.6,2.65,18,0.00010085,4.69E-06,0.046551601,0.001455647,1.455647314,0.000146802,2.36
Embryo,1,10.6,2.65,18,0.000089,4.53E-06,0.050889575,0.001591294,1.591293765,0.000141625,2.36
Embryo,1,10.6,2.65,18,0.000075,4.96E-06,0.06607677,0.00206619,2.066190437,0.000154964,2.36
Embryo,1,10.6,2.65,18,0.000071,4.17E-06,0.05877731,0.00183794,1.837939644,0.000130494,2.36
Embryo,1,10.6,2.65,18,0.000087,5.03E-06,0.057840621,0.00180865,1.808649797,0.000157353,2.36
Embryo,1,10.6,2.65,18,0.000085,4.23E-06,0.049707709,0.001554337,1.554337372,0.000132119,2.36
Juvenile,1,10.6,2.65,18,0.04914,0.005022222,0.102202324,0.00319582,3.195820026,0.157042596,2.36
Juvenile,1,10.6,2.65,18,0.05567,0.007764268,0.139469513,0.004361148,4.361147995,0.242785109,2.36
Juvenile,1,10.6,2.65,18,0.01865,0.008917901,0.478171611,0.014952208,14.95220799,0.278858679,2.36
Juvenile,1,10.6,2.65,18,0.03018,0.008709392,0.288581586,0.009023814,9.023814446,0.27233872,2.36
Juvenile,1,10.6,2.65,18,0.03659,0.009433187,0.257807784,0.008061532,8.061531704,0.294971445,2.36
Juvenile,1,10.6,2.65,18,0.03301,0.003808475,0.115373359,0.003607672,3.60767226,0.119089261,2.36
Juvenile,1,10.6,2.65,18,0.02028,0.004902857,0.241758242,0.00755967,7.559669849,0.153310105,2.36
Juvenile,1,10.6,2.65,18,0.01912,0.002628954,0.137497593,0.004299487,4.299486955,0.082206191,2.36
Juvenile,1,10.6,2.65,18,0.06499,0.008092444,0.124518302,0.003893631,3.893630455,0.253047043,2.36
Juvenile,1,10.6,2.65,18,0.03246,0.006154286,0.189595986,0.00592858,5.928579933,0.192441705,2.36
Megalopae,9,83.78,21.21,12,0.000722,0.000351646,0.487044534,0.01522966,15.22966024,0.010995815,21.23
Megalopae,1,10.6,2.65,18,0.000758,0.000119047,0.157053397,0.004910988,4.910988037,0.003722529,2.36
Megalopae,1,10.6,2.65,18,0.00061,8.44E-05,0.13834069,0.00432585,4.325850219,0.002638769,2.36
Megalopae,1,10.6,2.65,18,0.000794,9.94E-05,0.125145794,0.003913252,3.913251828,0.003107122,2.36
Megalopae,1,10.6,2.65,18,0.000696,0.000111106,0.159634899,0.00499171,4.991710401,0.00347423,2.36
Megalopae,1,10.6,2.65,18,0.000838,0.000133765,0.159623997,0.00499137,4.991369498,0.004182768,2.36
Megalopae,1,10.6,2.65,18,0.000725,0.000113594,0.156681477,0.004899358,4.899358266,0.003552035,2.36
Megalopae,1,10.6,2.65,18,0.000798,0.000105988,0.13281694,0.004153125,4.153125088,0.003314194,2.36
Megalopae,1,10.6,2.65,18,0.000698,0.00010573,0.151475601,0.004736573,4.736572877,0.003306128,2.36
Megalopae,1,10.6,2.65,18,0.000872,0.000102288,0.117302185,0.003667986,3.667985766,0.003198484,2.36
Megalopae,1,10.6,2.65,18,0.00062,0.000109165,0.176073174,0.005505728,5.505727767,0.003413551,2.36
Adult,2,21.21,5.3,18,0.9299,0.068751111,0.073933876,0.002311879,2.311878543,2.149815857,4.71
Adult,2,21.21,5.3,18,0.8918,0.071485946,0.080159168,0.002506541,2.506540585,2.235332894,4.71
Adult,2,21.21,5.3,18,0.8547,0.07638385,0.089369194,0.002794534,2.794533902,2.388488126,4.71
Adult,2,21.21,5.3,18,0.7174,0.035179355,0.049037294,0.001533374,1.533373802,1.100042365,4.71
Adult,2,21.21,5.3,18,1.0409,0.080917391,0.077737911,0.002430829,2.430828979,2.530249884,4.71
Adult,2,21.21,5.3,18,0.6725,0.055762766,0.082918611,0.002592827,2.592827114,1.743676234,4.71
Adult,2,21.21,5.3,18,1.0687,0.073796364,0.06905246,0.002159239,2.159238889,2.3075786,4.71
Adult,2,21.21,5.3,18,0.9154,0.062495829,0.068271607,0.002134822,2.134821977,1.954216037,4.71
Adult,2,21.21,5.3,18,0.8563,0.066263743,0.077383795,0.002419756,2.419755929,2.072037002,4.71
Adult,2,21.21,5.3,18,0.8478,0.084867725,0.100103474,0.00313019,3.130189917,2.653775012,4.71
Embryo,2,21.21,5.3,18,0.00008,5.15E-06,0.064328708,0.002011529,2.011529315,0.000160922,4.71
Embryo,2,21.21,5.3,18,0.000085,5.88E-06,0.069209412,0.002164147,2.164146709,0.000183953,4.71
Embryo,2,21.21,5.3,18,0.000092,3.31E-06,0.036004259,0.001125837,1.125836745,0.000103577,4.71
Embryo,2,21.21,5.3,18,0.000097,4.51E-06,0.046480873,0.001453436,1.453435674,0.000140983,4.71
Embryo,2,21.21,5.3,18,0.00007,6.88E-06,0.098332498,0.003074812,3.074812322,0.000215237,4.71
Embryo,2,21.21,5.3,18,0.000085,5.87E-06,0.069044676,0.002158996,2.1589955,0.000183515,4.71
Embryo,2,21.21,5.3,18,0.000087,5.14E-06,0.059091227,0.001847756,1.847755677,0.000160755,4.71
Embryo,2,21.21,5.3,18,0.0001,5.63E-06,0.056288544,0.001760117,1.760117083,0.000176012,4.71
Embryo,2,21.21,5.3,18,0.000086,3.98E-06,0.046291896,0.001447527,1.447526461,0.000124487,4.71
Embryo,2,21.21,5.3,18,0.000079,4.06E-06,0.05142658,0.001608086,1.608085678,0.000127039,4.71
Juvenile,2,21.21,5.3,18,0.02588,0.008285652,0.320156576,0.01001115,10.01114995,0.259088561,4.71
Juvenile,2,21.21,5.3,18,0.0306,0.010517377,0.343705132,0.010747503,10.74750257,0.328873579,4.71
Juvenile,2,21.21,5.3,18,0.05265,0.005492667,0.104324153,0.003262169,3.262168643,0.171753179,4.71
Juvenile,2,21.21,5.3,18,0.08445,0.006398829,0.075770615,0.002369313,2.369312545,0.200088444,4.71
Juvenile,2,21.21,5.3,18,0.03673,0.009311667,0.253516653,0.00792735,7.927350002,0.291171566,4.71
Juvenile,2,21.21,5.3,18,0.0362,0.006209945,0.171545435,0.005364147,5.36414744,0.194182137,4.71
Juvenile,2,21.21,5.3,18,0.02851,0.016487182,0.578294715,0.018083012,18.08301172,0.515546664,4.71
Juvenile,2,21.21,5.3,18,0.04267,0.018937017,0.443801654,0.013877475,13.87747511,0.592151863,4.71
Juvenile,2,21.21,5.3,18,0.05203,0.015266851,0.293424002,0.009175235,9.175234587,0.477387456,4.71
Juvenile,2,21.21,5.3,18,0.04373,0.015122637,0.345818371,0.010813583,10.81358258,0.472877966,4.71
Megalopae,2,21.21,5.3,18,0.000653,0.00011209,0.171654368,0.005367554,5.367553728,0.003505013,4.71
Megalopae,2,21.21,5.3,18,0.000688,8.85E-05,0.128575068,0.004020484,4.02048369,0.002766093,4.71
Megalopae,2,21.21,5.3,18,0.00074,8.23E-05,0.1112589,0.003479015,3.479015018,0.002574471,4.71
Megalopae,2,21.21,5.3,18,0.000594,9.38E-05,0.157982585,0.004940043,4.940043292,0.002934386,4.71
Megalopae,2,21.21,5.3,18,0.000576,0.000111278,0.193190066,0.006040965,6.040965156,0.003479596,4.71
Megalopae,2,21.21,5.3,18,0.000722,0.000123487,0.171035247,0.005348194,5.348194088,0.003861396,4.71
Megalopae,2,21.21,5.3,18,0.000816,0.00013816,0.169314257,0.00529438,5.29437951,0.004320214,4.71
Megalopae,2,21.21,5.3,18,0.000638,0.000119731,0.187666198,0.005868236,5.868236343,0.003743935,4.71
Megalopae,2,21.21,5.3,18,0.000706,0.000132468,0.187631393,0.005867148,5.867148003,0.004142207,4.71
Megalopae,2,21.21,5.3,18,0.000768,0.000128205,0.166933498,0.005219934,5.219934257,0.00400891,4.71
Adult,4,42.42,10.6,18,1.5711,0.045834396,0.029173443,0.00091224,0.91224023,1.433220626,9.44
Adult,4,42.42,10.6,18,0.9456,0.04209071,0.044512173,0.001391875,1.391875315,1.316157298,9.44
Adult,4,42.42,10.6,18,0.9291,0.130731848,0.140708049,0.004399876,4.399876437,4.087925198,9.44
Adult,4,42.42,10.6,18,0.9869,0.038685405,0.039198911,0.001225732,1.225732056,1.209674966,9.44
Adult,4,42.42,10.6,18,0.9007,0.063880326,0.070922978,0.002217729,2.217729136,1.997508633,9.44
Adult,4,42.42,10.6,18,0.7487,0.124251135,0.165955837,0.005189363,5.189363257,3.885276271,9.44
Adult,4,42.42,10.6,18,0.7894,0.150908478,0.191168582,0.005977754,5.977754269,4.71883922,9.44
Adult,4,42.42,10.6,18,0.7785,0.132489348,0.170185418,0.00532162,5.321620322,4.142881421,9.44
Adult,4,42.42,10.6,18,0.75364,0.09906,0.131442068,0.004110134,4.110133453,3.097560976,9.44
Adult,4,42.42,10.6,18,0.7319,0.112971429,0.154353639,0.004826568,4.826567832,3.532564996,9.44
Embryo,4,42.42,10.6,18,0.000084,6.33E-06,0.075302556,0.002354677,2.354676547,0.000197793,9.44
Embryo,4,42.42,10.6,18,0.000097,6.55E-06,0.06750607,0.002110884,2.110883982,0.000204756,9.44
Embryo,4,42.42,10.6,18,0.000088,0.000007157,0.081329404,0.002543133,2.543133321,0.000223796,9.44
Embryo,4,42.42,10.6,18,0.000075,0.000007653,0.102039612,0.003190732,3.190732072,0.000239305,9.44
Embryo,4,42.42,10.6,18,0.000087,6.08E-06,0.069922043,0.00218643,2.186430367,0.000190219,9.44
Embryo,4,42.42,10.6,18,0.000092,6.09E-06,0.066204969,0.002070199,2.070199154,0.000190458,9.44
Embryo,4,42.42,10.6,18,0.000097,6.12E-06,0.063143401,0.001974465,1.974465306,0.000191523,9.44
Embryo,4,42.42,10.6,18,0.00008842,7.10E-06,0.080252144,0.002509448,2.509447911,0.000221885,9.44
Embryo,4,42.42,10.6,18,0.000101,6.04E-06,0.059812911,0.001870322,1.870322424,0.000188903,9.44
Embryo,4,42.42,10.6,18,0.000095,7.89E-06,0.083019987,0.002595997,2.595997088,0.00024662,9.44
Juvenile,4,42.42,10.6,18,0.04308,0.021185882,0.491779999,0.015377736,15.37773605,0.662472869,9.44
Juvenile,4,42.42,10.6,18,0.05346,0.018223743,0.340885584,0.010659337,10.65933658,0.569848134,9.44
Juvenile,4,42.42,10.6,18,0.05819,0.022549947,0.387522711,0.012117658,12.11765824,0.705126533,9.44
Juvenile,4,42.42,10.6,18,0.05156,0.019636383,0.380845287,0.011908858,11.90885824,0.614020731,9.44
Juvenile,4,42.42,10.6,18,0.05307,0.021743192,0.409707773,0.012811375,12.811375,0.679899671,9.44
Juvenile,4,42.42,10.6,18,0.04959,0.021017021,0.423815714,0.013252524,13.2525239,0.65719266,9.44
Juvenile,4,42.42,10.6,18,0.05005,0.018859149,0.376806173,0.011782557,11.78255699,0.589716977,9.44
Juvenile,4,42.42,10.6,18,0.04095,0.011770426,0.287434079,0.008987932,8.987932424,0.368055833,9.44
Juvenile,4,42.42,10.6,18,0.05541,0.015177143,0.273906206,0.008564922,8.564922004,0.474582328,9.44
Juvenile,4,42.42,10.6,18,0.04544,0.015987831,0.351844866,0.011002028,11.00202831,0.499932167,9.44
Megalopae,4,42.42,10.6,18,0.000622,0.000124108,0.199529942,0.00623921,6.239210186,0.003880789,9.44
Megalopae,4,42.42,10.6,18,0.000824,0.000130583,0.158473863,0.004955405,4.955405345,0.004083254,9.44
Megalopae,4,42.42,10.6,18,0.000702,0.000110152,0.156910951,0.004906534,4.906533806,0.003444387,9.44
Megalopae,4,42.42,10.6,18,0.000852,0.000129764,0.152305002,0.004762508,4.762507893,0.004057657,9.44
Megalopae,4,42.42,10.6,18,0.000844,0.000124901,0.147986366,0.004627466,4.627466093,0.003905581,9.44
Megalopae,4,42.42,10.6,18,0.000829,0.000135009,0.162857286,0.005092473,5.092472967,0.00422166,9.44
Megalopae,4,42.42,10.6,18,0.00075,0.000125187,0.166915862,0.005219383,5.219382804,0.003914537,9.44
Megalopae,4,42.42,10.6,18,0.000768,0.000119003,0.154951201,0.004845253,4.845253306,0.003721155,9.44
Megalopae,4,42.42,10.6,18,0.000693,0.000113332,0.163538097,0.005113762,5.113761644,0.003543837,9.44
Megalopae,4,42.42,10.6,18,0.000632,8.33E-05,0.131860074,0.004123204,4.123204302,0.002605865,9.44
Adult,6,63.63,15.89,18,1.0027,0.118584,0.118264685,0.003698083,3.698082719,3.708067542,14.15
Adult,6,63.63,15.89,18,1.137,0.154727735,0.1360842,0.004255291,4.25529079,4.838265629,14.15
Adult,6,63.63,15.89,18,1.0615,0.199754333,0.18818119,0.00588434,5.884339904,6.246226808,14.15
Adult,6,63.63,15.89,18,0.9449,0.196977049,0.208463382,0.006518555,6.518554769,6.159382401,14.15
Adult,6,63.63,15.89,18,1.3356,0.104529945,0.078264409,0.002447292,2.447292341,3.268603651,14.15
Adult,6,63.63,15.89,18,0.795,0.13996442,0.176055874,0.005505187,5.505186807,4.376623511,14.15
Adult,6,63.63,15.89,18,0.7812,0.120685055,0.154486758,0.00483073,4.830730378,3.773766571,14.15
Adult,6,63.63,15.89,18,0.8128,0.155967692,0.191889385,0.006000294,6.000293472,4.877038534,14.15
Embryo,6,63.63,15.89,18,0.000087,1.02E-05,0.117651155,0.003678898,3.678897905,0.000320064,14.15
Embryo,6,63.63,15.89,18,0.000075,1.10E-05,0.14694147,0.004594793,4.594792689,0.00034461,14.15
Embryo,6,63.63,15.89,18,0.000092,1.18E-05,0.128591208,0.004020988,4.020988364,0.000369931,14.15
Embryo,6,63.63,15.89,18,0.000082,1.02E-05,0.124958615,0.003907399,3.907398851,0.000320407,14.15
Embryo,6,63.63,15.89,18,0.000087,1.04E-05,0.119155307,0.003725932,3.725932053,0.000324156,14.15
Embryo,6,63.63,15.89,18,0.000088,1.05E-05,0.119586462,0.003739414,3.739414064,0.000329068,14.15
Embryo,6,63.63,15.89,18,0.000088,1.10E-05,0.125128075,0.003912698,3.912697764,0.000344317,14.15
Embryo,6,63.63,15.89,18,0.000093,1.03E-05,0.110245825,0.003447337,3.44733662,0.000320602,14.15
Embryo,6,63.63,15.89,18,0.000094,1.23E-05,0.130479461,0.004080033,4.080033186,0.000383523,14.15
Embryo,6,63.63,15.89,18,0.000098,1.25E-05,0.127396408,0.003983628,3.983627508,0.000390396,14.15
Juvenile,6,63.63,15.89,18,0.0529,0.013921244,0.263161503,0.00822894,8.228940065,0.435310929,14.15
Juvenile,6,63.63,15.89,18,0.02264,0.016711385,0.738135363,0.023081156,23.08115581,0.522557368,14.15
Juvenile,6,63.63,15.89,18,0.03935,0.011748308,0.298559281,0.009335812,9.335812402,0.367364218,14.15
Juvenile,6,63.63,15.89,18,0.02645,0.016008,0.605217391,0.018924872,18.92487152,0.500562852,14.15
Juvenile,6,63.63,15.89,18,0.0421,0.014486769,0.344103782,0.010759968,10.75996817,0.45299466,14.15
Juvenile,6,63.63,15.89,18,0.03136,0.013954639,0.444982117,0.013914388,13.91438763,0.436355196,14.15
Juvenile,6,63.63,15.89,18,0.05295,0.019484536,0.367979907,0.011506564,11.5065637,0.609272548,14.15
Juvenile,6,63.63,15.89,18,0.05675,0.01732732,0.305327217,0.009547443,9.547442696,0.541817373,14.15
Megalopae,6,63.63,15.89,18,0.000803,0.000541811,0.674733927,0.021098622,21.09862185,0.016942193,14.15
Megalopae,6,63.63,15.89,18,0.000834,0.000586258,0.702947717,0.021980854,21.98085419,0.018332032,14.15
Megalopae,6,63.63,15.89,18,0.000738,0.000456661,0.618781212,0.019349006,19.34900601,0.014279566,14.15
Megalopae,6,63.63,15.89,18,0.000642,0.000554623,0.863897937,0.027013694,27.01369408,0.017342792,14.15
Megalopae,6,63.63,15.89,18,0.000834,0.000499119,0.598464278,0.018713705,18.71370476,0.01560723,14.15
Megalopae,6,63.63,15.89,18,0.00078,0.000547956,0.702507997,0.021967104,21.96710435,0.017134341,14.15
Megalopae,6,63.63,15.89,18,0.000619,0.000422239,0.682130872,0.021329921,21.32992096,0.013203221,14.15
Megalopae,6,63.63,15.89,18,0.000651,0.000425346,0.653373363,0.020430687,20.43068678,0.013300377,14.15
Adult,6,63.63,15.89,18,0.8951,0.120734506,0.134883818,0.004217755,4.21775541,3.775312867,14.15
Adult,9,95.44,23.84,18,1.2191,0.16198278,0.13287079,0.004154809,4.154808948,5.065127588,21.23
Adult,9,95.44,23.84,18,1.0393,0.0970368,0.093367459,0.002919558,2.919557813,3.034296435,21.23
Adult,9,95.44,23.84,18,0.7614,0.128584286,0.168878757,0.005280762,5.280761638,4.020771911,21.23
Adult,9,95.44,23.84,18,1.1471,0.144652197,0.126102517,0.003943168,3.943168138,4.523208171,21.23
Adult,9,95.44,23.84,18,0.709,0.127910769,0.180410112,0.005641342,5.641341831,3.999711358,21.23
Adult,9,95.44,23.84,18,0.9949,0.121452512,0.122075095,0.003817233,3.817232484,3.797764598,21.23
Adult,9,95.44,23.84,18,0.9532,0.074397143,0.078049877,0.002440584,2.440584025,2.326364692,21.23
Adult,9,95.44,23.84,18,0.814,0.082400769,0.101229446,0.003165399,3.165398569,2.576634435,21.23
Adult,9,95.44,23.84,18,0.7775,0.133213333,0.171335477,0.005357582,5.357582144,4.165520117,21.23
Adult,9,95.44,23.84,18,1.509,0.102646377,0.068022781,0.002127041,2.127041313,3.209705341,21.23
Embryo,9,95.44,23.84,18,0.000085,1.61E-05,0.18907238,0.005912207,5.912206988,0.000502538,21.23
Embryo,9,95.44,23.84,18,0.000087,2.05E-05,0.235428571,0.007361744,7.361743947,0.000640472,21.23
Embryo,9,95.44,23.84,18,0.000084,1.84E-05,0.219240549,0.006855552,6.855551866,0.000575866,21.23
Embryo,9,95.44,23.84,18,0.000085,2.00E-05,0.235378206,0.007360169,7.360169055,0.000625614,21.23
Embryo,9,95.44,23.84,18,0.000071,1.85E-05,0.261247881,0.008169102,8.169101961,0.000580006,21.23
Embryo,9,95.44,23.84,18,0.000074,1.64E-05,0.221155504,0.006915432,6.91543163,0.000511742,21.23
Embryo,9,95.44,23.84,18,0.000085,1.60E-05,0.188310236,0.005888375,5.888375096,0.000500512,21.23
Embryo,9,95.44,23.84,18,0.000087,1.74E-05,0.200446806,0.00626788,6.267880116,0.000545306,21.23
Embryo,9,95.44,23.84,18,0.000092,1.75E-05,0.190757754,0.005964908,5.964907873,0.000548772,21.23
Embryo,9,95.44,23.84,18,0.000096,0.000016261,0.169384924,0.005296589,5.29658924,0.000508473,21.23
Juvenile,6,63.63,15.89,18,0.04353,0.018763608,0.43105004,0.013478738,13.47873797,0.586729464,14.15
Juvenile,9,95.44,23.84,18,0.06937,0.044123535,0.63606076,0.01988933,19.88932956,1.379722792,21.23
Juvenile,9,95.44,23.84,18,0.05203,0.048616808,0.934399529,0.029218247,29.2182467,1.520225376,21.23
Juvenile,9,95.44,23.84,18,0.04292,0.048120943,1.121177619,0.035058712,35.05871228,1.504719931,21.23
Juvenile,9,95.44,23.84,18,0.04715,0.051019245,1.082062466,0.033835599,33.83559932,1.595348508,21.23
Juvenile,9,95.44,23.84,18,0.0528,0.048263318,0.914077984,0.028582801,28.58280124,1.509171905,21.23
Juvenile,9,95.44,23.84,18,0.05045,0.048027678,0.951985683,0.029768158,29.7681577,1.501803556,21.23
Megalopae,6,63.63,15.89,18,0.000752,0.000479254,0.637305983,0.019928267,19.92826713,0.014986057,14.15
Megalopae,9,95.44,23.84,18,0.000738,0.00090801,1.2303655,0.038472968,38.47296749,0.02839305,21.23
Megalopae,9,95.44,23.84,18,0.000641,0.000647012,1.009378643,0.031562809,31.56280935,0.020231761,21.23
Megalopae,9,95.44,23.84,18,0.00075,0.000651302,0.868402705,0.027154556,27.15455614,0.020365917,21.23
Megalopae,9,95.44,23.84,18,0.00067,0.000666233,0.994378023,0.031093747,31.09374681,0.02083281,21.23
Megalopae,9,95.44,23.84,18,0.00078,0.000658177,0.843816054,0.026385743,26.38574276,0.020580879,21.23
Megalopae,9,95.44,23.84,18,0.00085,0.000706849,0.831587519,0.026003362,26.00336208,0.022102858,21.23
Megalopae,9,95.44,23.84,18,0.00065,0.00083124,1.278830769,0.039988454,39.98845432,0.025992495,21.23
Megalopae,9,95.44,23.84,18,0.000634,0.000773768,1.220454442,0.038163053,38.16305321,0.024195376,21.23
Juvenile,9,95.44,23.84,18,0.0493,0.048514667,0.984070318,0.03077143,30.77142957,1.517031478,21.23
Juvenile,9,95.44,23.84,18,0.03181,0.048984191,1.539899103,0.048151942,48.15194194,1.531713273,21.23
